tconst	averageRating	numVotes
tt5115024	5.7	1718
tt5115546	4.6	1451
tt5115676	7.3	111
tt5116212	8.0	8
tt5116230	8.0	27
tt5116248	4.3	748
tt5116314	5.3	42
tt5116402	7.2	249
tt5116404	7.7	38
tt5116410	8.0	6745
tt5116504	5.1	521
tt5116644	5.7	113
tt5116896	7.9	202
tt5117030	8.9	14
tt5117106	4.6	43
tt5117122	6.8	17
tt5117152	3.2	6
tt5117204	7.2	10
tt5117222	7.1	1745
tt5117308	8.5	6
tt5117428	7.2	4565
tt5117484	3.6	434
tt5117670	6.5	29747
tt5118014	7.8	93
tt5118024	7.7	78
tt5118964	7.7	15
tt5119048	7.0	192
tt5119108	8.1	144
tt5119116	5.8	6097
tt5119160	5.4	14
tt5119202	9.4	91
tt5119260	7.2	467
tt5119264	7.1	258
tt5119268	6.8	103
tt5119342	7.3	57
tt5119584	7.0	5
tt5119678	6.2	63
tt5119818	6.1	9
tt5119914	9.2	84
tt5120010	4.9	110
tt5120072	8.9	14
tt5120282	7.8	6
tt5120400	4.3	1579
tt5120640	7.2	3783
tt5121200	6.9	7
tt5121548	7.1	49
tt5121612	7.4	7
tt5121816	6.3	18326
tt5122092	4.2	144
tt5122222	8.9	15
tt5122312	8.9	40
tt5122374	5.5	828
tt5123264	6.5	10
tt5123344	5.8	40
tt5123416	8.8	257
tt5123454	8.1	15
tt5123866	4.4	136
tt5123944	5.4	67
tt5124082	6.5	282
tt5124206	8.5	46
tt5124774	6.8	51
tt5125414	4.7	982
tt5125562	5.9	39
tt5125616	7.0	159
tt5125628	7.9	24
tt5125718	7.4	14
tt5125930	6.5	1459
tt5126042	6.0	41
tt5126178	3.1	293
tt5126274	6.5	519
tt5126654	4.9	338
tt5126730	6.0	10
tt5126792	4.1	144
tt5126918	6.6	51
tt5126922	6.8	7641
tt5126986	5.6	5
tt5127076	9.2	5
tt5127192	5.1	212
tt5127200	7.1	14
tt5127300	2.0	513
tt5127398	6.8	2344
tt5127756	5.1	18
tt5127758	5.9	46
tt5127772	5.4	49
tt5127878	7.1	33
tt5128054	6.5	8
tt5128140	7.6	11
tt5128218	6.7	7
tt5128282	7.3	10
tt5128292	8.5	8
tt5128712	6.8	256
tt5128790	6.7	109
tt5128810	7.2	6
tt5128826	5.1	965
tt5128876	7.4	5
tt5129156	4.2	539
tt5129510	6.8	1635
tt5129604	5.9	78
tt5129674	6.5	507
tt5129682	5.6	7318
tt5130274	7.1	21
tt5130348	5.8	91
tt5130424	6.3	92
tt5130442	5.2	296
tt5130746	8.5	48
tt5130764	8.2	13
tt5130790	7.6	10
tt5130956	6.1	8
tt5131472	6.4	72
tt5131742	8.8	26
tt5131768	6.7	10
tt5131842	6.1	138
tt5131850	6.9	22
tt5131906	4.9	2048
tt5131914	3.7	450
tt5131924	8.6	24
tt5131960	7.2	232
tt5132056	7.4	19
tt5132230	8.1	18
tt5132392	4.3	89
tt5132414	7.4	7
tt5132448	6.3	197
tt5132504	4.8	6
tt5132586	7.3	7
tt5132598	6.4	8
tt5132628	5.2	8
tt5132734	8.5	23
tt5133128	6.3	244
tt5133308	7.1	9740
tt5133392	6.4	985
tt5133808	7.7	7
tt5133950	7.1	15
tt5134588	7.7	208
tt5134750	7.1	56
tt5134866	5.6	12
tt5134870	7.5	614
tt5134976	6.4	160
tt5135100	7.5	13
tt5135206	7.8	30
tt5135434	7.2	243
tt5135436	6.8	38
tt5135640	6.6	63
tt5135650	8.4	7
tt5135736	6.4	46
tt5135788	6.6	22
tt5135810	5.4	61
tt5135854	3.5	16
tt5135894	5.8	39
tt5136034	6.2	45
tt5136060	5.6	113
tt5136090	5.9	17
tt5136128	6.7	212
tt5136148	7.3	28
tt5136154	8.0	19
tt5136156	9.4	7
tt5136576	6.2	13
tt5136666	8.8	10
tt5136682	6.4	16
tt5136686	4.1	145
tt5136698	9.2	6
tt5136864	1.6	7
tt5136868	6.9	15
tt5136874	6.0	13
tt5136898	6.6	13
tt5137118	6.9	37
tt5137222	6.4	400
tt5137242	6.5	345
tt5137294	5.5	11
tt5138210	6.9	11
tt5138338	7.6	9
tt5138376	8.7	43
tt5138572	6.9	15
tt5138728	7.8	9
tt5138766	8.8	38
tt5138834	9.0	9
tt5138866	5.1	31
tt5138974	7.7	116
tt5139362	5.6	5
tt5139800	7.0	9
tt5139926	5.7	526
tt5139936	7.3	74
tt5139992	6.4	18
tt5140182	6.7	604
tt5140224	7.1	12
tt5140248	7.6	762
tt5140252	7.4	29
tt5140574	8.7	13
tt5140878	6.5	99874
tt5141260	6.3	40
tt5141494	6.6	180
tt5141848	5.3	67
tt5141862	5.8	60
tt5142216	5.5	25
tt5142400	5.8	73
tt5142746	6.7	9
tt5142750	7.9	416
tt5142784	6.9	152
tt5142898	4.9	53
tt5143016	6.7	22
tt5143018	8.4	20
tt5143226	5.6	11089
tt5143368	7.7	26
tt5143586	6.6	524
tt5143704	6.0	869
tt5143744	7.1	67
tt5143770	6.0	129
tt5143826	5.7	28
tt5143890	4.0	772
tt5143968	7.2	27
tt5143970	7.4	10
tt5144348	6.9	234
tt5144374	5.3	146
tt5144770	8.4	22
tt5145366	7.0	24
tt5145414	6.5	464
tt5145662	5.4	233
tt5145840	4.5	156
tt5146068	6.7	1260
tt5146612	6.2	64
tt5147042	7.0	422
tt5147214	6.3	11199
tt5147818	5.1	17
tt5147828	7.2	10
tt5147992	7.0	8
tt5148460	6.4	37
tt5149450	7.0	5
tt5149490	6.1	1307
tt5150228	3.1	35
tt5151378	7.1	9
tt5151594	3.6	100
tt5151716	6.7	3289
tt5151722	7.4	8
tt5152484	2.9	78
tt5152606	4.7	136
tt5152640	4.8	1550
tt5152652	7.3	27
tt5152982	6.9	29
tt5153158	5.5	114
tt5153236	6.0	3575
tt5153288	6.2	3598
tt5153860	4.2	957
tt5153952	5.7	181
tt5154076	5.8	92
tt5154092	6.0	46
tt5154162	6.8	199
tt5154280	7.3	23
tt5154288	5.9	5830
tt5154310	8.0	155
tt5154466	3.7	2331
tt5154846	5.2	24
tt5154896	6.5	3180
tt5155340	6.8	42
tt5155486	4.6	606
tt5155780	6.3	25805
tt5156274	6.4	1999
tt5156532	5.5	179
tt5156746	6.2	4347
tt5156910	2.4	619
tt5156940	7.9	29
tt5157052	4.4	1914
tt5157326	7.0	2896
tt5157456	4.5	3764
tt5157616	7.6	83
tt5157682	6.9	3628
tt5157886	7.5	83
tt5158306	7.1	25
tt5158522	6.4	2196
tt5158844	7.8	28
tt5159352	6.5	10
tt5159384	6.5	306
tt5159408	6.6	691
tt5159412	2.9	118
tt5159414	4.2	6916
tt5160154	6.5	2990
tt5160614	7.1	19
tt5160748	8.4	8
tt5160928	6.3	3627
tt5160938	5.8	4919
tt5160954	7.1	578
tt5160962	6.1	25
tt5161012	5.8	16
tt5161018	6.1	1098
tt5161028	7.5	108
tt5161058	6.5	1024
tt5161080	6.9	65
tt5161204	5.7	1292
tt5161376	3.8	1729
tt5161658	4.5	599
tt5161784	6.6	435
tt5162150	8.6	11
tt5162658	5.6	1247
tt5162716	6.3	23
tt5162904	6.6	7
tt5163074	7.7	34
tt5163286	6.5	337
tt5163920	8.4	8
tt5164184	5.8	10508
tt5164214	6.2	155991
tt5164288	4.7	43
tt5164412	6.4	1553
tt5164432	7.6	86578
tt5164436	7.3	562
tt5164446	5.6	740
tt5164574	8.2	6
tt5164606	7.2	18
tt5164664	6.3	62
tt5164702	5.8	27
tt5165344	7.1	20793
tt5165620	2.0	213
tt5165878	8.2	921
tt5165880	7.8	5
tt5166922	8.4	5
tt5167122	6.7	49
tt5167174	5.9	493
tt5167632	6.4	158
tt5167934	4.4	993
tt5167966	7.1	644
tt5168112	3.8	264
tt5168192	7.9	46155
tt5168238	7.0	27
tt5168832	5.4	2193
tt5169866	7.0	19
tt5169938	7.9	43
tt5170360	7.0	149
tt5170394	8.1	9
tt5170428	6.3	266
tt5170670	8.5	454
tt5170810	5.1	2654
tt5171254	2.9	8
tt5171500	5.6	108
tt5171598	7.6	17
tt5171828	4.4	52
tt5173032	6.1	6354
tt5173166	5.8	2327
tt5173192	8.6	42
tt5174196	7.4	13
tt5174234	4.4	204
tt5174704	8.1	80
tt5174898	8.4	5
tt5174926	8.2	21
tt5174974	7.5	96
tt5174992	7.7	21
tt5175168	7.1	43
tt5175274	7.2	196
tt5175450	6.4	10180
tt5175604	4.1	28
tt5175636	5.6	196
tt5176126	6.9	15
tt5176252	6.3	3151
tt5176390	5.4	795
tt5176442	4.6	680
tt5176486	6.5	105
tt5176494	4.1	8
tt5176580	6.2	365
tt5176632	5.8	176
tt5176648	3.2	282
tt5176726	6.6	12
tt5176762	7.2	16
tt5176794	7.0	34
tt5176832	2.4	312
tt5177088	6.1	33613
tt5177414	6.8	5
tt5177636	7.0	35
tt5178120	6.5	114
tt5178170	4.7	127
tt5178264	8.4	469
tt5178348	3.3	154
tt5178532	6.2	170
tt5178596	5.0	46
tt5178964	7.9	607
tt5179130	5.3	158
tt5179324	5.3	97
tt5179398	5.6	89
tt5179576	6.4	443
tt5179598	5.6	8636
tt5180240	6.6	356
tt5180284	5.1	45
tt5180332	7.5	55
tt5180488	3.0	5
tt5180618	5.8	162
tt5180794	5.6	93
tt5180888	5.7	518
tt5180906	5.2	12
tt5181350	7.9	17
tt5181502	1.8	24
tt5181736	5.2	331
tt5181834	4.6	157
tt5181852	4.7	3240
tt5182254	7.0	21
tt5182656	7.7	43
tt5182856	6.9	1690
tt5182892	9.4	21
tt5183500	5.2	425
tt5183594	6.3	113
tt5183610	6.1	121
tt5183652	4.9	37
tt5183654	4.6	598
tt5183916	5.3	258
tt5184272	6.6	39
tt5184474	6.0	6
tt5184604	4.7	11
tt5184904	6.2	22
tt5185564	6.7	7
tt5185952	7.6	32
tt5185994	7.0	11
tt5186236	7.0	2177
tt5186608	7.6	32
tt5186644	7.4	22
tt5186714	7.8	43709
tt5186860	5.6	304
tt5186874	5.0	214
tt5187346	6.2	9
tt5187360	8.5	10
tt5187532	2.9	20
tt5187548	4.7	501
tt5187816	5.4	102
tt5187886	5.8	2133
tt5189334	7.2	6
tt5189440	5.8	315
tt5189528	2.1	152
tt5189770	5.1	2147
tt5189772	7.7	7
tt5189828	4.5	1087
tt5189838	6.2	25
tt5189894	6.0	4010
tt5190538	8.8	5
tt5190714	6.4	22
tt5190872	4.9	89
tt5190922	4.3	40
tt5191050	4.2	15
tt5191164	5.8	8
tt5191238	5.6	2665
tt5191758	6.0	56
tt5191914	8.6	21
tt5191938	8.0	84
tt5192362	6.6	131
tt5192374	6.1	9
tt5192674	6.8	1141
tt5193216	7.0	7
tt5193262	7.8	6
tt5193408	6.2	311
tt5193460	6.6	1559
tt5193658	5.6	232
tt5193784	6.0	3266
tt5193790	6.7	580
tt5194048	6.2	1552
tt5194226	6.4	394
tt5194446	6.5	1132
tt5194504	5.9	695
tt5195390	6.3	489
tt5195412	6.3	13858
tt5195438	8.6	43
tt5195540	3.3	46
tt5195828	4.5	307
tt5195832	5.5	59
tt5196158	5.9	21
tt5196472	6.3	314
tt5196516	4.4	159
tt5196576	8.7	33
tt5196660	6.6	63
tt5197068	5.6	374
tt5197092	5.6	128
tt5197544	5.3	5613
tt5197742	6.3	73
tt5197778	7.6	14
tt5198670	5.5	1267
tt5198702	4.0	8
tt5198764	7.1	19
tt5198796	5.4	1217
tt5198842	6.7	23
tt5198844	6.3	281
tt5198850	3.9	237
tt5198868	4.9	131
tt5198884	5.1	111
tt5198910	3.6	9
tt5198944	3.6	225
tt5199290	4.5	106
tt5199486	5.3	124
tt5199494	6.2	39
tt5199520	6.7	10
tt5200232	5.4	188
tt5200368	5.2	526
tt5200736	8.0	31
tt5200962	7.3	2151
tt5201142	5.1	117
tt5201246	5.9	73
tt5201994	8.3	15
tt5202654	4.6	361
tt5202656	7.8	18
tt5202870	4.6	500
tt5202974	7.5	41
tt5203646	4.5	10
tt5203724	8.5	10
tt5203824	8.0	1834
tt5203986	6.5	24
tt5204020	7.1	864
tt5204636	5.2	447
tt5204816	7.2	38
tt5205070	7.0	9
tt5205210	5.9	881
tt5205256	5.8	256
tt5206098	3.8	155
tt5206170	5.6	305
tt5206246	4.3	38
tt5206558	6.3	7
tt5206784	6.6	21
tt5207004	2.1	498
tt5207158	8.3	7498
tt5207204	6.8	4052
tt5207262	6.2	1654
tt5207320	5.4	634
tt5207482	5.4	26
tt5207838	7.2	39
tt5207840	4.3	66
tt5208216	6.2	8502
tt5208252	6.5	24033
tt5208682	8.3	9
tt5208950	5.0	3774
tt5209346	5.2	37
tt5209420	4.4	511
tt5209478	5.0	297
tt5210054	8.8	19
tt5210346	7.2	11
tt5210376	7.1	1016
tt5211044	6.9	66
tt5211596	7.1	128
tt5211692	4.1	68
tt5211710	7.3	25
tt5211742	5.7	26
tt5211888	6.9	21
tt5212090	6.9	57
tt5212122	7.0	12
tt5212160	6.3	77
tt5212488	4.8	92
tt5212542	7.5	23
tt5212726	5.5	18
tt5212792	7.5	262
tt5212918	5.7	913
tt5213016	7.7	52
tt5213534	7.9	8955
tt5213744	5.5	697
tt5213870	5.1	740
tt5213932	9.3	10
tt5213992	8.9	11
tt5214024	7.0	20
tt5214108	7.4	40
tt5214110	8.3	10
tt5214744	5.9	39
tt5214752	4.3	52
tt5214966	5.5	11
tt5215010	8.0	15
tt5215088	6.0	8495
tt5215110	7.4	57
tt5215260	5.1	310
tt5215322	8.3	7
tt5215470	5.1	10
tt5215486	7.5	1292
tt5215566	8.1	96
tt5215606	4.3	18
tt5215650	8.1	54
tt5215656	7.4	36
tt5215952	7.4	38639
tt5216022	4.7	605
tt5216534	7.6	789
tt5216810	6.0	233
tt5217114	8.2	5
tt5217198	4.8	41
tt5217492	6.0	7
tt5217846	6.2	13
tt5217950	8.3	15
tt5218346	5.3	103
tt5218486	3.1	19
tt5218566	8.6	11
tt5218736	5.0	132
tt5219770	7.2	160
tt5219972	6.4	1033
tt5220078	1.6	129
tt5220122	6.3	46826
tt5220252	6.6	164
tt5220430	3.5	275
tt5220590	6.4	179
tt5220724	7.7	29
tt5220882	7.2	5
tt5221004	3.2	20
tt5221360	7.3	139
tt5221584	7.5	15880
tt5221894	7.8	5356
tt5222578	5.5	1058
tt5222646	4.2	277
tt5222768	6.9	2358
tt5222802	8.4	7
tt5222918	7.2	9485
tt5223328	7.7	7
tt5223624	6.5	256
tt5223878	5.6	193
tt5224012	6.8	2099
tt5224122	4.6	5
tt5224270	5.5	10
tt5224356	6.5	1655
tt5224746	6.9	150
tt5224766	6.9	224
tt5224790	7.3	38
tt5224814	3.8	5
tt5224834	6.1	784
tt5224894	3.4	15
tt5225338	6.2	10051
tt5225382	5.4	155
tt5225428	5.1	223
tt5225586	7.9	8
tt5225636	9.0	7
tt5225874	4.5	39
tt5226192	3.5	489
tt5226346	8.4	51
tt5226378	4.8	222
tt5226436	7.1	1209
tt5226466	6.5	45
tt5226512	6.2	2062
tt5226618	6.9	69
tt5226984	6.8	4668
tt5227140	6.1	670
tt5227468	2.9	354
tt5227512	7.1	37
tt5227524	7.6	42
tt5227746	6.3	5359
tt5227998	6.1	18
tt5228262	4.6	541
tt5228304	6.4	1052
tt5228382	8.5	6
tt5228710	6.5	159
tt5228806	4.3	6
tt5229062	7.7	7
tt5229228	7.5	9714
tt5229754	3.8	157
tt5230166	4.8	238
tt5230380	6.1	353
tt5231798	5.5	255
tt5231812	6.1	1905
tt5231916	6.2	1773
tt5231992	3.8	227
tt5232294	6.5	202
tt5232308	5.7	900
tt5232468	4.9	27
tt5233090	5.1	35
tt5233142	6.7	14
tt5233410	3.6	162
tt5233510	6.4	445
tt5233558	7.2	1257
tt5234458	7.9	355
tt5234462	7.7	230
tt5234510	5.3	72
tt5235026	2.3	138
tt5235548	5.2	40
tt5235796	7.6	14
tt5235880	3.2	3172
tt5236900	7.2	638
tt5236920	8.7	19
tt5236976	7.0	12
tt5237684	7.2	9
tt5237980	2.2	3039
tt5237990	6.5	67
tt5238240	6.6	2125
tt5238368	5.0	9
tt5238370	5.3	43
tt5238514	7.3	97
tt5238664	5.8	5
tt5238706	8.5	6
tt5238824	7.8	625
tt5239378	6.0	23
tt5239558	7.3	579
tt5239560	7.3	13
tt5239564	5.1	222
tt5239566	7.5	31
tt5239674	8.2	5
tt5239942	6.8	1296
tt5239972	2.9	349
tt5240090	4.1	70
tt5240258	6.0	999
tt5240284	8.5	47
tt5240372	5.9	578
tt5240378	5.2	80
tt5240390	7.1	65
tt5240730	3.7	102
tt5240732	7.7	2086
tt5240748	5.6	1577
tt5240850	8.6	5
tt5240878	6.5	176
tt5241010	6.2	517
tt5241356	7.3	95
tt5241394	8.4	18
tt5241482	7.7	150
tt5241508	3.8	55
tt5241534	4.0	110
tt5241538	6.7	62
tt5241760	8.2	538
tt5241840	6.5	145
tt5242034	8.1	7
tt5242548	7.1	706
tt5242684	2.8	690
tt5242848	6.8	99
tt5242898	6.5	142
tt5242920	4.6	100
tt5243424	6.1	1176
tt5243476	8.0	35
tt5243490	4.5	29
tt5243722	7.4	15
tt5243796	7.3	292
tt5243900	5.3	640
tt5244454	8.2	17
tt5244578	7.1	15
tt5244974	4.4	309
tt5245048	5.3	145
tt5245062	5.0	38
tt5245584	4.0	47
tt5245942	6.2	15
tt5246020	7.9	8
tt5246328	7.0	335
tt5246700	5.0	38483
tt5246902	4.5	435
tt5247022	7.4	58398
tt5247026	5.7	1252
tt5247042	4.4	839
tt5247192	6.4	530
tt5247498	5.3	9
tt5247544	6.6	908
tt5247556	7.3	7
tt5247704	6.9	3411
tt5247720	6.5	157
tt5247768	6.3	275
tt5247776	5.9	934
tt5248042	6.3	184
tt5248342	6.1	1011
tt5249098	6.6	94
tt5249200	6.5	1084
tt5249994	6.9	8
tt5250776	8.4	134
tt5251328	7.3	3291
tt5251524	5.3	191
tt5252348	7.8	28
tt5252396	5.5	417
tt5252564	6.3	194
tt5252674	7.3	51
tt5253008	7.9	7
tt5253158	6.3	6
tt5253282	6.8	3153
tt5253294	5.8	3923
tt5253378	7.0	33
tt5253630	6.2	1325
tt5254154	3.3	140
tt5254198	6.5	46
tt5254566	4.8	21
tt5254610	5.7	7725
tt5254612	8.1	239
tt5254636	6.7	117
tt5254640	6.0	973
tt5254712	9.0	5
tt5254722	8.4	140
tt5254728	6.8	42
tt5254868	5.5	8337
tt5254886	5.9	56
tt5255284	6.7	191
tt5255524	5.1	2536
tt5255710	7.3	8494
tt5255874	7.3	47
tt5256044	6.7	414
tt5256098	6.3	39
tt5256238	8.0	24
tt5256600	6.6	40
tt5256722	6.2	1815
tt5257554	4.1	303
tt5258066	6.0	22
tt5258128	5.3	355
tt5258194	6.8	57
tt5258306	6.2	119
tt5258324	6.6	473
tt5258388	8.9	290
tt5258390	7.8	739
tt5258726	6.3	215
tt5258842	5.6	14
tt5258850	7.5	6468
tt5258904	5.3	541
tt5259134	6.6	469
tt5259184	6.2	271
tt5259236	6.6	266
tt5259496	7.1	1002
tt5259498	6.8	202
tt5259598	5.6	606
tt5259692	7.0	246
tt5259734	8.0	12
tt5259790	4.4	110
tt5259966	5.6	1710
tt5259978	7.3	254
tt5259988	6.2	10
tt5260002	8.6	61
tt5260026	4.6	194
tt5260314	6.3	19
tt5260652	3.8	38
tt5261088	6.6	62
tt5261190	6.3	46
tt5261644	6.2	160
tt5261672	7.2	16
tt5261772	5.0	148
tt5261796	8.1	10
tt5261818	7.5	113
tt5262162	4.3	43
tt5262450	6.1	220
tt5263116	7.0	1630
tt5263326	6.9	19
tt5263412	6.2	104
tt5263858	7.7	7
tt5263876	4.1	24
tt5263884	7.2	5
tt5264056	6.4	431
tt5264060	6.9	48
tt5264178	6.3	130
tt5264304	6.7	39
tt5264812	9.3	20
tt5265168	5.8	5
tt5265222	7.6	142
tt5265390	6.5	21
tt5265492	8.8	65
tt5265708	4.9	275
tt5265738	8.7	23
tt5265898	4.9	490
tt5265948	7.3	58
tt5265960	6.1	3880
tt5265964	6.9	973
tt5265976	9.4	45
tt5266456	5.3	349
tt5266764	7.7	7
tt5266858	6.7	55
tt5267472	5.4	3529
tt5267860	7.7	6
tt5268028	6.6	100
tt5268086	7.2	115
tt5268188	6.9	12
tt5268348	6.5	2473
tt5268678	9.3	6
tt5268872	8.0	5
tt5268896	8.1	11
tt5269208	6.6	61
tt5269396	6.1	1899
tt5269754	6.8	18
tt5269950	2.9	95
tt5269986	4.7	6
tt5270030	5.8	8
tt5270214	3.2	24
tt5270276	7.2	20
tt5270366	6.4	315
tt5270378	3.5	15
tt5270688	4.1	50
tt5270810	6.3	1332
tt5270948	6.5	10243
tt5271120	5.4	277
tt5271264	6.2	43
tt5271304	7.7	49
tt5271340	4.5	21
tt5271442	8.3	3543
tt5271582	6.7	75
tt5271772	5.4	2139
tt5271794	6.7	271
tt5271906	5.9	338
tt5272042	3.8	31
tt5272094	5.4	45
tt5272796	9.1	233
tt5273284	3.7	41
tt5273624	5.4	2443
tt5273706	7.3	21
tt5273720	4.9	716
tt5274066	5.6	1055
tt5274424	6.8	28
tt5274440	8.8	15
tt5275128	6.3	810
tt5275314	5.0	171
tt5275476	6.2	949
tt5275828	7.0	11066
tt5275830	7.5	1065
tt5275838	7.5	1142
tt5275844	7.4	1933
tt5275866	7.2	316
tt5275872	7.9	591
tt5275884	6.8	179
tt5275886	5.5	703
tt5275892	8.9	15498
tt5276332	4.4	102
tt5277298	7.3	26
tt5277896	5.9	16
tt5277952	6.7	866
tt5278214	4.9	198
tt5278300	6.0	53
tt5278386	9.0	55
tt5278458	6.9	529
tt5278460	7.2	4794
tt5278462	7.1	1010
tt5278464	7.1	4246
tt5278466	7.7	1312
tt5278480	7.3	6
tt5278506	7.6	14487
tt5278578	6.8	1543
tt5278592	6.3	837
tt5278596	7.6	9209
tt5278598	6.4	457
tt5278634	3.0	433
tt5278806	4.2	49
tt5278836	7.4	233
tt5278850	6.2	10
tt5278868	6.5	827
tt5278886	2.3	277
tt5278914	7.5	175
tt5278930	7.3	944
tt5278932	7.7	403
tt5278964	7.1	337
tt5279042	7.5	135
tt5279122	7.4	166
tt5279204	7.8	106
tt5279722	6.2	18
tt5280018	6.0	28
tt5280308	7.8	17
tt5280580	7.1	30
tt5280642	7.2	172
tt5280652	7.0	358
tt5280684	5.5	1981
tt5280980	7.0	159
tt5280984	5.0	128
tt5281018	4.4	128
tt5281058	5.7	22
tt5281134	4.3	775
tt5281432	6.7	11
tt5281678	7.2	59
tt5281700	5.4	599
tt5282006	6.4	2545
tt5282462	6.6	53
tt5282480	8.3	6
tt5282562	8.2	25
tt5282572	8.5	25
tt5282590	5.8	25
tt5283288	4.1	426
tt5284224	6.9	13
tt5285048	8.0	20
tt5285112	6.8	34
tt5285632	6.1	64
tt5285908	3.8	115
tt5286070	3.2	5
tt5286250	4.9	125
tt5286268	5.5	1618
tt5286432	6.2	1181
tt5286444	7.7	19066
tt5286898	6.6	15
tt5287168	7.3	4951
tt5287836	7.1	8
tt5287852	4.7	177
tt5287914	6.2	301
tt5288532	6.2	6
tt5288552	6.4	378
tt5288646	6.2	700
tt5288766	5.7	50
tt5289140	8.6	25
tt5289170	3.9	108
tt5289172	7.5	10
tt5289520	7.5	890
tt5290030	5.8	8
tt5290196	6.6	75
tt5290504	6.6	13
tt5290524	6.6	8394
tt5290620	1.9	3901
tt5290736	4.4	22
tt5290894	6.7	49
tt5291232	6.7	127
tt5291604	8.0	891
tt5291702	8.5	12
tt5291714	6.0	76
tt5291716	6.2	50
tt5291792	5.9	1353
tt5291862	3.5	1014
tt5291970	6.7	22
tt5291976	3.3	347
tt5292624	3.9	597
tt5292942	5.9	9
tt5293424	8.7	10
tt5293458	6.4	8
tt5293604	7.0	373
tt5294198	5.8	4560
tt5294550	6.8	63804
tt5294880	2.4	7
tt5294966	7.4	7746
tt5295358	4.2	1042
tt5295412	4.9	42
tt5295734	6.8	177
tt5295774	5.7	305
tt5295802	5.3	155
tt5295838	5.5	1248
tt5296086	6.3	642
tt5297140	5.8	515
tt5297256	6.8	6471
tt5297578	6.2	382
tt5297594	5.2	12
tt5297612	4.1	22
tt5298180	4.9	86
tt5298558	6.9	149
tt5298742	8.3	14
tt5298910	6.6	9
tt5298928	7.2	35
tt5299014	6.9	124
tt5300086	6.3	31
tt5300268	7.9	97
tt5300736	5.6	85
tt5300754	5.4	57
tt5300840	8.6	93
tt5301362	8.9	8
tt5301544	3.7	262
tt5301662	7.2	15744
tt5302150	5.1	186
tt5303106	2.9	195
tt5303442	5.1	581
tt5303562	7.8	6
tt5303632	6.0	301
tt5303938	7.3	47
tt5303940	7.5	66
tt5303992	7.5	15
tt5304086	4.2	572
tt5304464	6.7	10939
tt5304614	7.0	229
tt5304634	5.0	12
tt5304862	5.4	56
tt5304874	6.2	715
tt5304992	6.5	35012
tt5304996	6.2	2318
tt5304998	6.6	10
tt5305230	7.0	7
tt5305246	6.3	319
tt5305352	4.6	302
tt5305452	6.8	9
tt5305950	7.5	1030
tt5306218	6.5	6
tt5306676	6.7	45
tt5306734	6.0	49
tt5307080	3.4	43
tt5307194	5.5	221
tt5307266	5.4	59
tt5307272	6.3	61
tt5307382	6.8	260
tt5307698	2.1	190
tt5308240	6.1	212
tt5308322	6.5	97790
tt5308364	6.0	228
tt5308550	6.6	10
tt5308702	2.6	7
tt5309844	7.8	393
tt5309954	5.1	2363
tt5310090	7.6	10518
tt5310102	6.5	6
tt5310230	6.2	287
tt5310410	3.3	98
tt5310412	7.8	1325
tt5310594	5.6	503
tt5310818	6.5	10
tt5311004	6.3	850
tt5311056	2.8	75
tt5311102	7.7	12
tt5311514	8.4	148389
tt5311542	7.7	8952
tt5311546	9.1	4446
tt5311742	6.7	90
tt5311972	5.9	252
tt5312232	8.3	10130
tt5312266	5.7	71
tt5312306	6.1	850
tt5312322	7.7	14
tt5312370	4.7	381
tt5312612	3.1	858
tt5312630	3.2	34
tt5312642	5.6	34
tt5313162	4.0	8
tt5313222	7.6	13
tt5313370	6.0	13
tt5313414	5.8	156
tt5313746	7.4	27
tt5313906	6.4	666
tt5313922	5.2	159
tt5313962	5.4	22
tt5313980	4.3	771
tt5313994	5.5	41
tt5314118	7.1	3009
tt5314190	6.8	1530
tt5314450	6.2	222
tt5314638	4.9	88
tt5314780	7.1	15
tt5314954	6.2	11
tt5315110	5.6	248
tt5315510	6.5	11
tt5315902	6.8	14
tt5316682	6.9	34
tt5317008	7.2	18
tt5317228	5.1	55
tt5317276	5.7	32
tt5317286	7.6	370
tt5317302	6.8	6
tt5317382	8.0	13
tt5317384	8.0	8
tt5317670	5.6	63
tt5317914	6.2	1425
tt5317950	5.9	606
tt5317954	7.8	47
tt5318156	3.9	27
tt5318534	5.6	1235
tt5319596	6.0	23
tt5319656	5.6	294
tt5319866	5.9	1210
tt5319992	5.0	43
tt5320002	7.8	36
tt5320124	3.5	101
tt5320514	7.7	2798
tt5320518	6.6	354
tt5320522	6.8	1310
tt5320676	6.4	5
tt5320860	3.0	27
tt5320892	7.3	147
tt5320904	5.8	12
tt5321024	6.4	39
tt5321044	4.6	22
tt5321088	3.9	158
tt5321174	5.3	258
tt5321214	3.1	23
tt5321568	6.9	388
tt5321816	7.6	5
tt5321942	5.6	397
tt5322012	5.0	15904
tt5322136	3.4	346
tt5322168	6.4	966
tt5322170	7.4	14
tt5323042	8.9	8
tt5323092	7.3	66
tt5323380	4.8	15
tt5323386	6.8	264
tt5323442	7.4	13
tt5323568	6.5	1298
tt5323640	6.3	4854
tt5323642	6.3	189
tt5323662	8.2	30451
tt5323716	8.8	13
tt5323760	6.5	1066
tt5323824	7.0	42
tt5324004	6.9	114
tt5324364	5.6	214
tt5324456	6.7	864
tt5324800	5.3	1018
tt5324962	8.3	25
tt5325030	4.2	97
tt5325210	5.8	202
